Job ID 1,Job ID 2,Similarity Score
1e8aafa872694ac58c4b46c1d470051d,8752a39399c92436e44a382992d2c0ec,1.0
358ec7c6ec89c59d6db34d04405665f7,9824b7522e74242aac4d9474272cd711,1.0
5b2b41f6632b5978537dffec1687810f,82db4487885304e37f6915d1fefb7108,1.0
ac914c7f72363c992e01724e755044f3,ea210cba2ba72eedd6dfedb564071854,1.0
6b64ca4ad9570b168a391a13899a800c,e0fd07c19e027d6e065c3ef899f30872,1.0
04d949d7995868b8aa3561587c457cd1,cbb117638d9fae1c84eb0a6bc33cde7c,1.0
2e8db85be740ba028800abd675903f10,eb5609f8ae43d99b57c99ee52635bcfc,1.0
73fdd1b2092032d8fa20e503e75d6f6d,b4c5b02a3a882abbcfbedd78f19a3cdb,1.0
6c93bde802c8e67cd21f837eaadf5056,fdd67e232132d9934b409fc66b2e9fb9,1.0
15f1aa13889f0d345285b1902dc66659,1c305e2212c1be17663baacf4da036f8,1.0
6543a4389f9898605c67900b8cd224fa,6d9c58308776af17942a9b4d3de175a5,1.0
595c09cd8d273a5eaa30143fb5bd21fc,97a038f84b5628188c9e3bc919d9d63e,1.0
3ae5f94deee34b2498b2ef184c86ae49,825cd31857970f7c0433ad855da4a399,1.0
3b714fe346f40dc544867f1d0e18ee72,a1eb677901db9b223d2f3eda6158c5c5,1.0
530d8dd7132dfa49c48b9cd1f0ef4ae7,bbfafc364ded0599bd16f5cf4d511725,1.0
11622ec97a33c65476033008a9543b40,63fd4afcdb4d10709d7effc80c935db6,1.0
0cb80d6001bfdff2e9671816f6347938,b90523249f20b9d864e4443ef33bab23,1.0
299531b1cf4b6980693386a6f681184b,6ed32a6cf7c5b55c5d030cba0fea4edf,1.0
01c09c561a010c16ce3fc043fed4943b,60d6b230da89bb20d8972e81fbce66b8,1.0
4f4b1f9bafab88dd44406bb516b5d731,f38a83b4dfdaa65ae995c2149eeb372e,1.0
854be9e2d8e14714dbeb400f21bf7366,b1b75a3f5923b5624aa3b1280f89a659,1.0
2f0f7c75c3cdb59da619908e3e241183,912a457e9a070aec44dcf9585ebe5b46,1.0
47da6a3367735673236744d69a912b24,f47b0b2b55125cad225bba8cdff9344c,1.0
0d94463d4267a7f46b8db1c874851bdf,fb02d0f4c821f580f918f9f146dae885,1.0
96abc6d618f9445376beb81de8fd6ebe,9968e75abb35a8e4afe91380f245c01e,1.0
021889c47abca91d4d13d15e563f9516,924cff3bebd7a308f7833f131fd46244,1.0
bf6c1f9bafa44db107fd8ca3024685f5,c856333eb24f0f82017656c899242d3d,1.0
70b07773df1ee23f11a36b2868d44a68,f7f1aea259b2c9bc7fcea374daa4f0f1,1.0
16a4358c13525ee185f2ff43d075ae3f,566916167d95e3b8ba749ba2fe05aab4,1.0
6cd36410fb9dfcdefab316540964464b,9c41fb1f4ca139531b2c91c7d758e944,1.0
4cf59f48c17266986845a41d77d47810,c4e7f01feca78f654b85a09ca47a9c8f,1.0
821923cc018679c533ca1c3a7a164c82,8575f7164e510917d4e50e1466a8d405,1.0
6b8d48d722378cc346161fdf15f9b81b,c9211d8d58953e5f330fb9c09d4e57ca,1.0
55111749a33e16a6eec5ac0a1f03f37f,8f4b32ff9e58eb63435cec489739d3a2,1.0
bded578b19d199841a159c4e89581e13,ffaa03218d8abe4db5af784d61b17d4a,1.0
86e56a87d53e2c397ba0a99fb4a1f4ae,c0cc3d354718118bbbe3e77a6425cfc9,1.0
23a8169fcec349cc4d9aafef83f60366,b5af8db7ddf840ddff7968afb996a64e,1.0
3cf36efe4904fbbca02e364887465a29,6b317d96aff6d4dcfdce95d19fa7d326,1.0
28458e7203c084176d4802a35e9580f0,c7493f3223ee99f8f9cec44465658d4f,1.0
6aa79962f6d4a78822d6dc25a8b25fd1,fd773396eb539dc157f493bf529ab4f3,1.0
90440d947e7a4d398854226dc91bdf22,ffcb45abf04a345855b6a69ae2d4127a,1.0
0986a4eca424daa70fb46a10685fc554,cac3760c4deb5a94d6cdd8302ee47108,1.0
5c2731481bd49ac63cd3f7325e3f0fe8,ea76b306933d8772ea22199a80dd242c,1.0
3a4ea8022f5d2d2a89d42d8483c9a0e1,3affdbae5f9c547d37b6c04803457964,1.0
0f1f3c1bc9a4de82664d2b84c7f7166d,a6b9cb4c4fee037ebea7f6b9a1efe5ee,1.0
1b3baacbc1d32d4fda337b79b61d5eb7,62c0e5b017c3f3ee48df5266c70387d5,1.0
3b38ca2f247f06223190f58cc8b81d66,a4977b4d169a72945c36afb8e5f9caae,1.0
063e5f4473ba873fef2c460284f174b3,9253ba06a1ef72e9a467d3aff455dac9,1.0
40aa2e54e802cbfab2b879b82582bc68,61d8488e3206925d32145ce00a1d9aa1,1.0
972078ef9d2d5b25197b9a86e3d1351c,fe4ccaa3eb1177cfde27d9e6cc787592,1.0
510e71d6fa02119c49a1d55d9c890d38,dbf47bc01e41b9840ac16bcd441ddfad,1.0
bcd3fdff9e2f8e1dc70118e78bc746b1,ff2b21c72814d01a91dfa4f35b132dde,1.0
af742f66cd4fed1002e0f3ebe3185f4f,de71c20e3022a03eb8d06a3ad903beb4,1.0
42624ca3828a4b423a11238894ef4b8d,6cf5e264d30d7f96a6c9cf2cb3e43a91,1.0
675e1daac089328026d4cef3dafb54d4,f4618920b5cba2b7bf76fecc4eda397b,1.0
82d4660644954d06b9bf8dfd2e5a72e6,832eb22ea8dbddb755988b7723bf2f77,1.0
08fe657e052c4b88f0385f18ab6e9182,fa318eef7499753ad715b9e9b3793aca,1.0
43971c1288539d4fcabe04074b012e7f,61d172b5c423a6b1789bd8e2fd56762b,1.0
0912ec03afa50ad4083ab0be94dc36f3,fdba24edc400b26cc714cc2c0aa91761,1.0
206c39f984213cdf3f0fca979bb46279,f4e0ab8e1cc96b4108a328505ecba7ba,1.0
c8cbde770cb8d1e08d45ff177c501464,f2139db3576de485c670259087c155f3,1.0
b76bb8ba57e88189a1d4e22fe243833d,fc0dd23d379619bd5d6759c1e4d005af,1.0
1b9af0723a42331c7d031597dfe03afe,cea0a44f0b596434ee067053006f5b62,1.0
37d6180e3b8976bc54fb1ef87ddc9ae3,6daecd016cd2dfd43dccadaa0fc03e15,1.0
44c0ae3afa3551a1ca1cffb622e1e975,7435a3f4a59bff7862fb740c1df911ae,1.0
620a9e87ff23a4dcf4b489746a944ab1,8e076bf604a66658166bb8c1ba0b3baa,1.0
d859c1df61db86d29c77988ed21306fb,dc0624b4ba9176c435bb139007eba12a,1.0
0f55f9d85879f9b0026b884a53216588,a0517e869655777bcc23357d0d193dcc,1.0
40370cc81caeabc5bc9c99fb5b3d79bb,c217957d3a2ea1310fd17e682bfe349e,1.0
0c380125131a43929afb59b78ef438e9,53885f683a2ad5bb5fd3d623695e66a8,1.0
e15111a0b273d6f5439afbdead80e2a1,e1a05acd4068a9b873dc255d9a81691c,1.0
3b8fab8815c4c38520fb3988aaa26cf1,8a632ca1f1c78f6d015ac853c9d7e508,1.0
e59c0904c15a1c6c11746dc60423bdde,f20755fc00537dfbc90fe0e5978251bd,1.0
326cd5f0b9d63b4fb223468d5131ea63,a609845578c15ef1c842b9088d581179,1.0
96fa23ebb7836805a10838b80bac0f64,9f3c049fb344a853215a71a0efc73677,1.0
36d3079a16430d02f0b6da8ec7afbf20,eebc9f6b655093598c0a8bd3bb939a56,1.0
55941147fe3ba65c6573016f32035c35,5f3bb950c029ed90806004d9f309e9a1,1.0
193548816872b29735f69c696539b34a,9253ba06a1ef72e9a467d3aff455dac9,1.0
0acccbbbd7ce8593e00aadd8f6234467,a8484f4c94384e051169d1b9b38dd01e,1.0
5b3ef73c9d6aa3842388677e820f6acf,66079e885df49e4501ce860b95378bac,1.0
170c7310befd6b29f4ef7c4b3d33fec0,76178a233a3d9780b677d46d02e61a0d,1.0
62cab763c2a207d340ae4eea72b45039,d4e0f2edab54363848ebbb54f9632d1f,1.0
50b3692b2f9a76bb20793e8dbf4eb48b,8ac7c3b2f9075ac16ac6a8ac68f87aa2,1.0
049e4f46d1cc2bc90401675b0226345b,9254313525a97510999212cbc10d5a4d,1.0
5100a024874b014475a3e2468e7113d9,ca2e5819e3131bfd2b145d4d886c2af9,1.0
0f14707bdc344dc7e84ace5d57fe0a81,47ba674f861d2140c4b614c98ccca0bd,1.0
9382f8d7caef5bde09792f69708932bd,d1eeb9ff809d5bd08400d9ff075a6a00,1.0
1f3fe95f66ae25c1ad0a9ab3dc031360,5a73f4522b3dece45f2d3ed1b1a6fca1,1.0
2735f9e30fb21302d7410a1ac34bcbdc,4eb8bba66f572d30db0012605816b40c,1.0
455cf88b1c7d9d7f30274d79a41bc00c,b9e5b553e958acc4ccccb4ce4da5a9d2,1.0
2ccbb0cb1be711365f1fd956aa2a6ba1,cdfa0d1d65e141d8369216d23fc14e0e,1.0
18870fd2ef4b81f1da1b399ec29d3c5f,63ce3dbe049e3705a85b4b2fe39f0528,1.0
5257bc96efee82acbce0be52dd564665,66c4eefa51bd3f5e6bf17500d45b3e51,1.0
83278df1fad39e8c367abc90643d94ef,c56e8ba5c943398a4b4fa0a7e012f3ea,1.0
e5c50c466ef71830b73219a4c0adfff5,fbd88b2f6bf2068ad40a0ebbaf03f3c5,1.0
7e06145a3126356853d4bcfc2d21ff84,9ab3dcdb8494b3ea16a61381f61afde7,1.0
0aa383335fa63d84d0e352e52b6c685e,b28d667a91c86166c61e038b442d4dcb,1.0
b8eb86130328ef194ebe35dfe05b3a15,f2b86df9058001e6bb760f1fe5b6cdad,1.0
1babfdf01d091ea14cf3128d1b9b9675,76178a233a3d9780b677d46d02e61a0d,1.0
11502416ca673f0d89acd2d9d87b8b46,293b9f88755138677fff34f528c96fc2,1.0
367b057066a19450e261a71024219b53,b11ddf738da3ab6fb14994cb94d3f343,1.0
65ff168e856f4a3eb0e5c012646df19a,edab21ed62d6580c6d8130332c1646f2,1.0
326baec4e3c7f0860b9fae2d392c8449,aa885307f93b86c85ae3b3ba0c23f69c,1.0
8fcbc8070d58d890ddc7d5644e576a15,c52aa15cc15b1966a7c24dfe284198d9,1.0
5381d98cdf5171233f2bd01aa0c2431d,e0dd6ca954ededb95b64fdccb5ab44a2,1.0
870e93d1e55665655056c782110c58ee,faad21fc0eec0b6642498d44bb739067,1.0
